hamster,mouse
Rpia,Rpia
Rps27a,Rps27a
LOC100765053,Or2y1e
Klhl18,Klhl18
Cd36,Cd36
Wdr13,Wdr13
LOC100765059,Or1f12
Il23a,Il23a
Mettl16,Mettl16
Maf1,Maf1
LOC100765065,Zfp300
Fbxo30,Fbxo30
Vash2,Vash2
Lta,Lta
Naa60,Naa60
Cenpn,Cenpn
Napa,Napa
Banf1,Banf1
Adi1,Adi1
Thbd,Thbd
Carns1,Carns1
Sh2d5,Sh2d5
LOC100765079,Ceacam15
Dctn1,Dctn1
Kcnab2,Kcnab2
Fbh1,Fbh1
Zbtb38,Zbtb38
Sod1,Sod1
Bmt2,Bmt2
Ndufab1,Ndufab1
Nup160,Nup160
Atp2c1,Atp2c1
Pdilt,Pdilt
Patl2,Patl2
Dgke,Dgke
Exd2,Exd2
LOC100765120,Mapt
Tacr2,Tacr2
Abhd12,Abhd12
LOC100765126,Eloc
Poc1a,Poc1a
Pofut2,Pofut2
Gjb4,Gjb4
Repin1,Repin1
Mbtd1,Mbtd1
Nup210l,Nup210l
Atp9b,Atp9b
Arhgap26,Arhgap26
Cdh19,Cdh19
Cables2,Cables2
Ift74,Ift74
Npsr1,Npsr1
Spred3,Spred3
Slc37a1,Slc37a1
Kif18b,Kif18b
Crb1,Crb1
Ccl28,Ccl28
LOC100765153,Or4c58
LOC100765155,Or8k3
Nedd9,Nedd9
Rtp3,Rtp3
Kcnip1,Kcnip1
Gpatch11,Gpatch11
Npff,Npff
Actn2,Actn2
Rdh10,Rdh10
LOC100765163,Ddt
Smurf1,Smurf1
Ahsg,Ahsg
Myo6,Myo6
Adgrg5,Adgrg5
Fam3d,Fam3d
Usp35,Usp35
Rhebl1,Rhebl1
Atp6v1e2,Atp6v1e2
LOC100765180,Or51ag1
Ankrd33,Ankrd33
Hdac8,Hdac8
Armcx2,Armcx2
Pabpn1l,Pabpn1l
Lsm3,Lsm3
Dio1,Dio1
Nt5c2,Nt5c2
Pmm2,Pmm2
Prmt1,Prmt1
Scp2d1,Scp2d1
Pgd,Pgd
Adig,Adig
Tnk1,Tnk1
LOC100765202,Lrrc4c
Ly86,Ly86
LOC100765207,Dda1
Atg3,Atg3
Trem1,Trem1
Dnai7,Dnai7
LOC100765215,Or10a3
Ap5s1,Ap5s1
Ddx49,Ddx49
Strn3,Strn3
Pip4k2b,Pip4k2b
Sacs,Sacs
Ptpn3,Ptpn3
Ntsr2,Ntsr2
Parp4,Parp4
Ehbp1,Ehbp1
Dr1,Dr1
Dscam,Dscam
Ofcc1,Ofcc1
Rbbp8,Rbbp8
Gpr151,Gpr151
Cfap206,Cfap206
Tacc3,Tacc3
Dbndd2,Dbndd2
Large1,Large1
Arhgap30,Arhgap30
Magee1,Magee1
Lsm14a,Lsm14a
Arhgap15,Arhgap15
Marchf9,Marchf9
Cbfb,Cbfb
Tead3,Tead3
Tfpt,Tfpt
Gmppa,Gmppa
Mmut,Mmut
Jrk,Jrk
LOC100765283,Or9q1
LOC100765285,Pot1b
Usp31,Usp31
Wdr6,Wdr6
Rcbtb1,Rcbtb1
Isg20,Isg20
Sod3,Sod3
Zfp28,Zfp28
Bap1,Bap1
Ubqlnl,Ubqlnl
Testin-2,4930486L24Rik
Gmpr,Gmpr
Scnn1a,Scnn1a
Mta3,Mta3
Slc25a17,Slc25a17
Fam220a,Fam220a
Rgs12,Rgs12
Vwce,Vwce
Prkg2,Prkg2
Syvn1,Syvn1
Abcd3,Abcd3
Nab1,Nab1
Tspan3,Tspan3
Fgfr4,Fgfr4
Ift81,Ift81
Bhlhe40,Bhlhe40
Plekhg3,Plekhg3
Cdin1,Cdin1
Tmem63c,Tmem63c
Pdgfc,Pdgfc
Tbc1d32,Tbc1d32
Nacc1,Nacc1
Rreb1,Rreb1
Slu7,Slu7
Yipf4,Yipf4
Shcbp1l,Shcbp1l
Skil,Skil
Eif2ak3,Eif2ak3
Mtif2,Mtif2
LOC100765345,Or2y17
Tbc1d25,Tbc1d25
LOC100765350,Zkscan3
Optc,Optc
Mrps18b,Mrps18b
Pan2,Pan2
Srr,Srr
Ubqln2,Ubqln2
Shprh,Shprh
Atp6v1g2,Atp6v1g2
Znf597,Zfp597
Kptn,Kptn
Eif1ad,Eif1ad
Rps7,Rps7
Sstr4,Sstr4
Hp1bp3,Hp1bp3
Cuzd1,Cuzd1
Atxn2l,Atxn2l
Myo18a,Myo18a
LOC100765374,Polr3k
Ankrd16,Ankrd16
Gpr82,Gpr82
Itgb5,Itgb5
Rasa2,Rasa2
Scaf4,Scaf4
Ms4a3,Ms4a3
Eef2k,Eef2k
Arl16,Arl16
Ears2,Ears2
LOC100765393,Zng1
Ptprj,Ptprj
Spg11,Spg11
Trim25,Trim25
Slc8a3,Slc8a3
Utp25,Utp25
Ctsk,Ctsk
Nrip1,Nrip1
Hk1,Hk1
Entpd6,Entpd6
Tfb2m,Tfb2m
Barx2,Barx2
Dusp7,Dusp7
Slx9,Slx9
Gjb3,Gjb3
Iqcb1,Iqcb1
Lrrc61,Lrrc61
Eme2,Eme2
Vav1,Vav1
Sall3,Sall3
Rbbp8nl,Rbbp8nl
Lrrc19,Lrrc19
Cdc42,Cdc42
Fam98c,Fam98c
Pde9a,Pde9a
C1ql1,C1ql1
Dennd1b,Dennd1b
Rasgef1c,Rasgef1c
Ndufb6,Ndufb6
Trank1,Trank1
Kcnmb1,Kcnmb1
Crim1,Crim1
Tarbp2,Tarbp2
Edaradd,Edaradd
LOC100765453,Gstt3
Aebp2,Aebp2
Dnajb11,Dnajb11
Senp6,Senp6
Gabra6,Gabra6
Polr2c,Polr2c
LOC100765463,Ccdc59
Kmt2d,Kmt2d
Rhoq,Rhoq
LOC100765471,Nell1
Hcar2,Hcar2
Arhgap5,Arhgap5
Armcx3,Armcx3
Arpp19,Arpp19
Slc6a6,Slc6a6
LOC100765480,Or52z1
Yipf1,Yipf1
LOC100765482,Cnnm2
Abat,Abat
Sec23b,Sec23b
LOC100765487,Cenps
Krt84,Krt84
Actr5,Actr5
Tmem95,Tmem95
Wdr12,Wdr12
Dhrs7c,Dhrs7c
Arl14ep,Arl14ep
Slc35a5,Slc35a5
Pum1,Pum1
Irag2,Irag2
Cacna1s,Cacna1s
Cdc25b,Cdc25b
Cers1,Cers1
Ccdc69,Ccdc69
Aldh1b1,Aldh1b1
Tnfrsf19,Tnfrsf19
Tcaim,Tcaim
Atp12a,Atp12a
Pigg,Pigg
Sbno2,Sbno2
Igsf5,Igsf5
Greb1l,Greb1l
Pcca,Pcca
Aplf,Aplf
Faxc,Faxc
Tmem129,Tmem129
Poc1b,Poc1b
Pigt,Pigt
Zmiz2,Zmiz2
LOC100765541,Or12e8
Myo5b,Myo5b
Diras1,Diras1
Gdap1,Gdap1
Nectin4,Nectin4
Unc79,Unc79
Kctd15,Kctd15
Lama1,Lama1
Ctdsp2,Ctdsp2
Cep83,Cep83
Batf3,Batf3
E2f4,E2f4
Gemin8,Gemin8
Cars2,Cars2
Slc27a5,Slc27a5
Prpf31,Prpf31
Asic4,Asic4
Stpg4,Stpg4
Urm1,Urm1
Hs3st2,Hs3st2
P4htm,P4htm
Aen,Aen
Mbnl2,Mbnl2
LOC100765591,Foxb2
Mettl5,Mettl5
Nudt18,Nudt18
Abcg8,Abcg8
Arl5a,Arl5a
Daglb,Daglb
Hgfac,Hgfac
Tkfc,Tkfc
F3,F3
Znf346,Zfp346
LOC100765617,P2rx7
Arl8b,Arl8b
LOC100765622,Lrrc74a
LOC100765623,Zfp266
LOC100765627,Nme2
Yju2b,Yju2b
Pttg1,Pttg1
Nlrc4,Nlrc4
Dhx9,Dhx9
LOC100765633,Or2aa1
Foxi3,Foxi3
LOC100765635,Prorsd1
LOC100765636,Or2y1d
Setd2,Setd2
Ebp,Ebp
Zkscan8,Zkscan8
Prelp,Prelp
Ppp1r10,Ppp1r10
Cnpy2,Cnpy2
Lrrc8b,Lrrc8b
Dph1,Dph1
Znf263,Zfp263
Gcsh,Gcsh
Slc8a2,Slc8a2
Colec11,Colec11
Eif4g3,Eif4g3
Mei4,Mei4
Rabep2,Rabep2
Pcmtd2,Pcmtd2
Aprt,Aprt
Lrfn5,Lrfn5
Hacd2,Hacd2
Atp1b3,Atp1b3
Rffl,Rffl
Irf3,Irf3
Hgs,Hgs
Calcr,Calcr
LOC100765686,Kpna1
Wdr81,Wdr81
LOC100765692,Rps8
Setdb1,Setdb1
Ppp1r3c,Ppp1r3c
Usp25,Usp25
Hkdc1,Hkdc1
Apmap,Apmap
Cnst,Cnst
Fli1,Fli1
LOC100765707,Acy1
Sumo3,Sumo3
Mapre2,Mapre2
Eaf2,Eaf2
Hagh,Hagh
Rab13,Rab13
Dpy19l1,Dpy19l1
Rasgrp4,Rasgrp4
Cetn3,Cetn3
Wdr4,Wdr4
Fmnl1,Fmnl1
Nek7,Nek7
Pcdh15,Pcdh15
Fbl,Fbl
LOC100765732,Or4a81
Topors,Topors
Dclk3,Dclk3
Fez2,Fez2
Map3k12,Map3k12
Sharpin,Sharpin
Pik3c3,Pik3c3
LOC100765742,Gstt4
Crygs,Crygs
Serpina11,Serpina11
Coq9,Coq9
Kctd6,Kctd6
LOC100765753,Ces1d
LOC100765757,Cox5a
Tmem247,Tmem247
LOC100765759,Or51ab3
Denr,Denr
Icmt,Icmt
LOC100765765,Nxf2
Onecut1,Onecut1
Ccdc174,Ccdc174
Dnah1,Dnah1
LOC100765770,Or14j1
Slk,Slk
Slc9b2,Slc9b2
Krt82,Krt82
Mrpl49,Mrpl49
Acap1,Acap1
LOC100765781,Polr2g
Ctla4,Ctla4
Glp2r,Glp2r
Mpped2,Mpped2
Aste1,Aste1
R3hdm1,R3hdm1
Arhgap19,Arhgap19
Etnk1,Etnk1
Upf1,Upf1
LOC100765800,Slc36a2
Dph6,Dph6
Lasp1,Lasp1
LOC100765804,Stra6l
LOC100765805,Msl3l2
Topaz1,Topaz1
Trib2,Trib2
Dpt,Dpt
Stk11,Stk11
Znf804b,Zfp804b
Slitrk6,Slitrk6
Rimoc1,Rimoc1
Prkci,Prkci
Usp45,Usp45
Pard3,Pard3
Svip,Svip
Acaa2,Acaa2
Tcof1,Tcof1
Gng7,Gng7
Jph1,Jph1
Btbd7,Btbd7
Uchl5,Uchl5
Arhgap28,Arhgap28
Asah2,Asah2
Tmcc3,Tmcc3
Nsl1,Nsl1
Elmo3,Elmo3
Gpm6b,Gpm6b
Cnot3,Cnot3
Kctd21,Kctd21
Chpf,Chpf
Pipox,Pipox
Slurp1,Slurp1
Pik3cg,Pik3cg
LOC100765863,Or1e1f
Slc27a4,Slc27a4
Prkar2a,Prkar2a
Mcub,Mcub
Arhgap27,Arhgap27
Usp46,Usp46
Atl1,Atl1
Mtcl3,Mtcl3
Hs6st3,Hs6st3
Gad1,Gad1
Stmnd1,Stmnd1
Lpar5,Lpar5
Hr,Hr
Slc3a1,Slc3a1
Cacnb4,Cacnb4
Kdelr2,Kdelr2
Dok7,Dok7
LOC100765891,Cyp2e1
Phactr3,Phactr3
Trim67,Trim67
Raver2,Raver2
Nwd2,Nwd2
Ptpn9,Ptpn9
LOC100765900,Or2ag15
Hk3,Hk3
Dcaf5,Dcaf5
Camkk2,Camkk2
Cntn4,Cntn4
Cmtm3,Cmtm3
LOC100765914,Nme1
Mri1,Mri1
Riok1,Riok1
Spast,Spast
Zbtb40,Zbtb40
Ccdc88a,Ccdc88a
LOC100765925,Or2y16
LOC100765926,Nradd
Sema3c,Sema3c
Porcn,Porcn
LOC100765929,Gm5127
Zscan26,Zscan26
Fmod,Fmod
Abcf1,Abcf1
Psmb11,Psmb11
Lrrc8c,Lrrc8c
Rap1gap2,Rap1gap2
Klf8,Klf8
Meis3,Meis3
Drap1,Drap1
Gabra1,Gabra1
LOC100765948,Cstdc1
Agrn,Agrn
Ece1,Ece1
Cd19,Cd19
Myt1,Myt1
Ctu2,Ctu2
Rpgr,Rpgr
Adcy5,Adcy5
Gk5,Gk5
Hunk,Hunk
Fmnl3,Fmnl3
LOC100765963,Or10d1
Mettl22,Mettl22
Bcl2l12,Bcl2l12
Dtd1,Dtd1
LOC100765968,Gbp2
Spdl1,Spdl1
Ppp1r12c,Ppp1r12c
Mrpl44,Mrpl44
Tfpi2,Tfpi2
Serpinf2,Serpinf2
Cuedc1,Cuedc1
Nfyb,Nfyb
Cers2,Cers2
Sptb,Sptb
Supv3l1,Supv3l1
Cst7,Cst7
Abhd14a,Abhd14a
Ube2g2,Ube2g2
Zmym6,Zmym6
Slc15a2,Slc15a2
Noct,Noct
Fahd1,Fahd1
Jtb,Jtb
Prkca,Prkca
Pde6b,Pde6b
Tcfl5,Tcfl5
Plaa,Plaa
Ryr1,Ryr1
U2af1,U2af1
Spata32,Spata32
Znf622,Zfp622
LOC100766018,H2az2
LOC100766020,Fcgbpl1
Hook1,Hook1
Aco1,Aco1
Ccnd3,Ccnd3
Myl3,Myl3
Pfdn2,Pfdn2
Vit,Vit
Pcbp2,Pcbp2
LOC100766031,Nid1
LOC100766032,Cyc1
LOC100766034,Gstt2
Plekha5,Plekha5
Acox2,Acox2
Wnt1,Wnt1
Sstr1,Sstr1
Cadm1,Cadm1
LOC100766051,Or51ah3
Rab9b,Rab9b
LOC100766053,Kntc1
Gpsm2,Gpsm2
Chd5,Chd5
Wdr72,Wdr72
Maff,Maff
Capn7,Capn7
LOC100766064,Or51l4
Ptbp2,Ptbp2
LOC100766068,Krt90
Ucn,Ucn
Wif1,Wif1
Gps2,Gps2
Rcvrn,Rcvrn
Dnajc24,Dnajc24
Glyctk,Glyctk
Pgam1,Pgam1
C2cd5,C2cd5
Wnt9b,Wnt9b
Kif21b,Kif21b
Comp,Comp
LOC100766093,Slc36a1
Piezo2,Piezo2
Aqr,Aqr
Tdrd7,Tdrd7
Gask1a,Gask1a
LOC100766101,Polr2j
Snapc3,Snapc3
LOC100766107,Xcl1
Atp5f1d,Atp5f1d
Abhd3,Abhd3
Tmtc4,Tmtc4
Oxct1,Oxct1
Phc3,Phc3
Ifnk,Ifnk
Fam53a,Fam53a
Edil3,Edil3
Ywhaz,Ywhaz
LOC100766122,Or12e1
Cd74,Cd74
Gadd45b,Gadd45b
Gpd2,Gpd2
Moap1,Moap1
Zdhhc15,Zdhhc15
Ro60,Ro60
L3mbtl4,L3mbtl4
Syn1,Syn1
Plxnc1,Plxnc1
Tatdn3,Tatdn3
Slc9a5,Slc9a5
Slc4a10,Slc4a10
Tmc4,Tmc4
Allc,Allc
Alg8,Alg8
Tmem198,Tmem198
Sez6,Sez6
Orc6,Orc6
Adgrb1,Adgrb1
Hbp1,Hbp1
LOC100766158,Or3a10
LOC100766159,Or5b124
Coq4,Coq4
LOC100766167,Actbl2
Tasor2,Tasor2
Sav1,Sav1
Hdac7,Hdac7
Dnajc3,Dnajc3
Ndc1,Ndc1
Rad51d,Rad51d
Slc44a1,Slc44a1
Aars1,Aars1
Tlk1,Tlk1
Gpr107,Gpr107
Rbm24,Rbm24
Mlf2,Mlf2
Reep4,Reep4
Grid2ip,Grid2ip
Lrpap1,Lrpap1
Ttc13,Ttc13
Slc25a10,Slc25a10
LOC100766198,Or2ag19
Unc5a,Unc5a
Mgat4a,Mgat4a
Lyzl6,Lyzl6
Rxfp1,Rxfp1
Slc25a13,Slc25a13
Snrnp48,Snrnp48
Npl,Npl
Prokr1,Prokr1
Smyd1,Smyd1
Ccdc12,Ccdc12
LOC100766228,Or2b28
Btg2,Btg2
Hsd17b8,Hsd17b8
Cdh24,Cdh24
Rnf41,Rnf41
Lrrc8d,Lrrc8d
Fam135b,Fam135b
Cluh,Cluh
Gpsm3,Gpsm3
LOC100766238,Or2c1
Dynlrb2,Dynlrb2
Dhx34,Dhx34
Nuak1,Nuak1
LOC100766244,Gabrb2
Cstl1,Cstl1
Pstk,Pstk
Spns1,Spns1
Snai3,Snai3
Pdia5,Pdia5
Atr,Atr
Mis18a,Mis18a
Ovch2,Ovch2
LOC100766259,Or10d1b
Tmem114,Tmem114
Rras,Rras
Smim26,Smim26
Wdfy1,Wdfy1
Col1a2,Col1a2
Cfap161,Cfap161
Mrpl19,Mrpl19
Vezf1,Vezf1
Ubp1,Ubp1
Anxa9,Anxa9
LOC100766284,Krt26
Samsn1,Samsn1
Vps26a,Vps26a
Iqcf1,Iqcf1
Ctnnal1,Ctnnal1
Zmym4,Zmym4
Hs3st6,Hs3st6
Creb3l4,Creb3l4
Cacng5,Cacng5
Atp5me,Atp5me
Ndfip1,Ndfip1
Ythdf1,Ythdf1
Bmper,Bmper
Map4k1,Map4k1
Myo10,Myo10
Myo1g,Myo1g
LOC100766315,Fcgbp
Rufy1,Rufy1
Rigi,Rigi
Taf8,Taf8
Klhdc9,Klhdc9
Strn,Strn
Gpaa1,Gpaa1
Mif,Mif
Impg1,Impg1
Serpina6,Serpina6
Ccdc102a,Ccdc102a
Ehd3,Ehd3
Terf2ip,Terf2ip
Wnt10b,Wnt10b
Clec14a,Clec14a
Ppcdc,Ppcdc
LOC100766345,Or51ac3
Plp1,Plp1
Hcar1,Hcar1
Wdr47,Wdr47
Rpl22,Rpl22
Tmem184b,Tmem184b
Sh3bp5,Sh3bp5
Dapk1,Dapk1
LOC100766357,Or51b6b
Slc9b1,Slc9b1
Tm7sf2,Tm7sf2
Mpv17,Mpv17
Eif5a,Eif5a
Mpp4,Mpp4
Immp1l,Immp1l
Alas1,Alas1
Mms19,Mms19
Gtpbp8,Gtpbp8
Uchl1,Uchl1
Laptm5,Laptm5
Anapc5,Anapc5
Spef1,Spef1
Ncan,Ncan
Fat2,Fat2
Napg,Napg
Actc1,Actc1
Tmod1,Tmod1
Amer2,Amer2
Ackr2,Ackr2
Lrwd1,Lrwd1
Pjvk,Pjvk
Spag9,Spag9
Tbx19,Tbx19
Pwwp3a,Pwwp3a
Ptprf,Ptprf
Smad9,Smad9
Mib1,Mib1
Ubac2,Ubac2
C1qa,C1qa
Uvssa,Uvssa
Lipg,Lipg
Otx2,Otx2
Nr4a2,Nr4a2
Chga,Chga
Ing3,Ing3
Mtnr1a,Mtnr1a
Minpp1,Minpp1
Spaca5,Spaca5
Epm2a,Epm2a
Plekhg4,Plekhg4
Mboat7,Mboat7
Rnf223,Rnf223
Ndufc2,Ndufc2
LOC100766443,Obsl1
Flot2,Flot2
Mylk3,Mylk3
LOC100766448,Mroh4
Prkar2b,Prkar2b
LOC100766451,Or10q1b
Trub2,Trub2
Casp6,Casp6
Map3k14,Map3k14
Olfml1,Olfml1
Asb13,Asb13
Nin,Nin
Dzip1,Dzip1
Magoh,Magoh
Fndc8,Fndc8
LOC100766469,Fsd1l
N4bp2,N4bp2
Cap2,Cap2
Lgi3,Lgi3
Camkmt,Camkmt
Sparcl1,Sparcl1
Cpz,Cpz
Syce1,Syce1
Capn9,Capn9
Gcgr,Gcgr
LOC100766489,Cldn3
Sumf1,Sumf1
Cklf,Cklf
LOC100766497,Or7e178
Zswim9,Zswim9
Ildr1,Ildr1
Man2b1,Man2b1
Txndc5,Txndc5
Ttc1,Ttc1
Mprip,Mprip
Arhgap25,Arhgap25
Cfap36,Cfap36
Celsr3,Celsr3
Gpx6,Gpx6
Ppp1r15b,Ppp1r15b
Ring1,Ring1
Homez,Homez
LOC100766524,Cyp3a13
Pbx2,Pbx2
Cdyl2,Cdyl2
C5ar2,C5ar2
Ckap4,Ckap4
Ccdc85b,Ccdc85b
Ikzf5,Ikzf5
Gpr139,Gpr139
Mvd,Mvd
Sema5b,Sema5b
Pcolce2,Pcolce2
Mrap,Mrap
Tmem33,Tmem33
Rbfox1,Rbfox1
Prrg2,Prrg2
Rbbp9,Rbbp9
Serpine2,Serpine2
Msrb3,Msrb3
Scrn3,Scrn3
Tal1,Tal1
Ubxn4,Ubxn4
Gcfc2,Gcfc2
Gpbp1,Gpbp1
Fbxl2,Fbxl2
Mindy1,Mindy1
Gosr2,Gosr2
Marchf5,Marchf5
Hspa13,Hspa13
Rhoj,Rhoj
Kcnj1,Kcnj1
LOC100766585,Iqcf5
Rnf151,Rnf151
Cacng1,Cacng1
Pcgf3,Pcgf3
Gemin5,Gemin5
Kcnq2,Kcnq2
Eqtn,Eqtn
Mier3,Mier3
Gpr160,Gpr160
Eif3k,Eif3k
Hapln1,Hapln1
Adgrv1,Adgrv1
Retreg1,Retreg1
Psmc4,Psmc4
Flt4,Flt4
Guca1a,Guca1a
Gabrp,Gabrp
Dedd,Dedd
Usp47,Usp47
Exosc4,Exosc4
Chchd10,Chchd10
Arhgap21,Arhgap21
Arhgef7,Arhgef7
LOC100766625,Dok4
Xdh,Xdh
Kars1,Kars1
Ctsd,Ctsd
LOC100766630,Ces1a
Arf3,Arf3
Scamp5,Scamp5
Lhx2,Lhx2
Glra4,Glra4
Oprl1,Oprl1
Rnf207,Rnf207
LOC100766643,Csnk1e
Nr2c2,Nr2c2
Elfn2,Elfn2
LOC100766648,Or52a33
Prpf40b,Prpf40b
Mettl8,Mettl8
Zfpl1,Zfpl1
Gtf3c2,Gtf3c2
Slc2a4,Slc2a4
Fzd7,Fzd7
Myh4,Myh4
Elp4,Elp4
Pi4k2a,Pi4k2a
Boc,Boc
Unc50,Unc50
Matn1,Matn1
Sec24a,Sec24a
Inava,Inava
Crtc1,Crtc1
Lrig3,Lrig3
Mef2a,Mef2a
Apcdd1,Apcdd1
Gjd2,Gjd2
Mtmr6,Mtmr6
Higd1a,Higd1a
Alkbh4,Alkbh4
Fkbp7,Fkbp7
Pdia6,Pdia6
Tob1,Tob1
B3gnt2,B3gnt2
Tiprl,Tiprl
Ndufs7,Ndufs7
Szt2,Szt2
Sertm1,Sertm1
C6,C6
C1qb,C1qb
Begain,Begain
Mob3b,Mob3b
Ctbp1,Ctbp1
Ncald,Ncald
LOC100766705,Wfdc6b
Ctnna2,Ctnna2
LOC100766707,Or5as1
Smad7,Smad7
Ndst1,Ndst1
Abcb7,Abcb7
B3galt2,B3galt2
Cdk1,Cdk1
Tspan12,Tspan12
Fat1,Fat1
Sgms1,Sgms1
Flvcr1,Flvcr1
Hsd11b2,Hsd11b2
LOC100766727,Or1e1c
LOC100766728,Vmn1r85
Tsen34,Tsen34
Thrsp,Thrsp
Inha,Inha
Dnaja2,Dnaja2
Arc,Arc
Set,Set
Smc4,Smc4
LOC100766745,Vmn1r230
Mcmdc2,Mcmdc2
Ppfibp2,Ppfibp2
Calml3,Calml3
Nr5a2,Nr5a2
Ccn1,Ccn1
Abcc4,Abcc4
Spaca9,Spaca9
Cpt2,Cpt2
Unc45b,Unc45b
Iyd,Iyd
Cd4,Cd4
Sftpc,Sftpc
Nudt9,Nudt9
Trmt44,Trmt44
Nelfcd,Nelfcd
P4ha3,P4ha3
Ppp1r27,Ppp1r27
LOC100766772,Gstm1
Serpinf1,Serpinf1
Nol7,Nol7
Abhd11,Abhd11
Eif4e1b,Eif4e1b
Tk2,Tk2
LOC100766786,Or7d9
Kbtbd12,Kbtbd12
Casr,Casr
Znf467,Zfp467
Dlx5,Dlx5
Pwwp2a,Pwwp2a
Arpc5,Arpc5
Bmp10,Bmp10
Rmnd5a,Rmnd5a
Pnpt1,Pnpt1
LOC100766805,Uqcrc1
LOC100766806,4930503B20Rik
Ftsj1,Ftsj1
Etnk2,Etnk2
Col11a2,Col11a2
Il25,Il25
Myl6b,Myl6b
Mnt,Mnt
Insr,Insr
Egfl8,Egfl8
LOC100766824,Tcp11l2
Fibp,Fibp
Acadsb,Acadsb
Tufm,Tufm
Taf13,Taf13
LOC100766833,Cyba
Tspan7,Tspan7
Paqr9,Paqr9
Urb1,Urb1
Polr3f,Polr3f
Slit3,Slit3
LOC100766848,Rpl39l
Bmp3,Bmp3
Casd1,Casd1
Llph,Llph
Gpr155,Gpr155
LOC100766854,Cyp4x1
Abraxas1,Abraxas1
Lct,Lct
Casp7,Casp7
Mogat2,Mogat2
Catsper2,Catsper2
Ube2e2,Ube2e2
Rnf34,Rnf34
Susd5,Susd5
Prune1,Prune1
LOC100766868,Smarce1
Rbm11,Rbm11
Sgpp1,Sgpp1
Ddx50,Ddx50
LOC100766873,Cst13
Kcnj5,Kcnj5
Rrp9,Rrp9
Frrs1l,Frrs1l
Ino80c,Ino80c
Ncdn,Ncdn
Ndufc1,Ndufc1
Noxo1,Noxo1
Helz,Helz
Gak,Gak
Oxr1,Oxr1
Mrpl22,Mrpl22
Srms,Srms
Caap1,Caap1
Ankrd55,Ankrd55
Actn4,Actn4
Vcan,Vcan
LOC100766893,Or1n1
Ccm2,Ccm2
Scgb3a1,Scgb3a1
Phf14,Phf14
Guca1b,Guca1b
Lcp2,Lcp2
Nit1,Nit1
Prr13,Prr13
Ncam2,Ncam2
Atp6v0a2,Atp6v0a2
Vpreb3,Vpreb3
Tbccd1,Tbccd1
Ofd1,Ofd1
Anks1b,Anks1b
LOC100766916,Rasd2
Srd5a2,Srd5a2
Tnni2,Tnni2
Fkbp11,Fkbp11
Pdcd4,Pdcd4
Acer3,Acer3
Eral1,Eral1
Hip1r,Hip1r
LOC100766932,Defb33
LOC100766933,Armcx6
Kcnj4,Kcnj4
Mrps25,Mrps25
Galnt15,Galnt15
Cyth4,Cyth4
Samd3,Samd3
Eif2b4,Eif2b4
Cldn7,Cldn7
Htr1f,Htr1f
Pax6,Pax6
Rab6b,Rab6b
Cfap44,Cfap44
Kif21a,Kif21a
LOC100766959,Coa5
Ptpru,Ptpru
LOC100766962,Trappc2b
C1qtnf1,C1qtnf1
Gpr25,Gpr25
Spink13,Spink13
Arl5c,Arl5c
Ccdc13,Ccdc13
Plekha3,Plekha3
Kcnf1,Kcnf1
Wfikkn2,Wfikkn2
Slc39a1,Slc39a1
Drosha,Drosha
Spart,Spart
Tm9sf2,Tm9sf2
Ephb2,Ephb2
Spon2,Spon2
Lrrtm1,Lrrtm1
Nuf2,Nuf2
Synpo,Synpo
Rhobtb1,Rhobtb1
Kcnd2,Kcnd2
A1cf,A1cf
Arfgap3,Arfgap3
Znf518b,Zfp518b
Angel2,Angel2
Carmil2,Carmil2
Gcg,Gcg
Grk4,Grk4
Rps9,Rps9
Dhdds,Dhdds
Tnfrsf18,Tnfrsf18
Ints4,Ints4
Stk11ip,Stk11ip
Pag1,Pag1
Hnrnpdl,Hnrnpdl
Gle1,Gle1
Trim59,Trim59
Sec24b,Sec24b
Cops5,Cops5
Znhit6,Znhit6
Vdr,Vdr
Ak8,Ak8
Slc1a7,Slc1a7
Plekhg1,Plekhg1
Tpmt,Tpmt
P3h3,P3h3
Six2,Six2
Hsd17b11,Hsd17b11
Znf316,Zfp316
Acox3,Acox3
LOC100767061,Adh6b
Pgm2l1,Pgm2l1
Arhgdia,Arhgdia
Sirt5,Sirt5
LOC100767071,Or5h19
Robo3,Robo3
Cdh5,Cdh5
Vgll1,Vgll1
Nkap,Nkap
Adss2,Adss2
Cct8l2,Cct8l1
Cc2d1a,Cc2d1a
Slc35b3,Slc35b3
Ncf2,Ncf2
Nt5m,Nt5m
Shisa5,Shisa5
Prkacb,Prkacb
Slc38a5,Slc38a5
Fgf16,Fgf16
Pik3c2b,Pik3c2b
Brd2,Brd2
Cmtm5,Cmtm5
Esyt1,Esyt1
Sgsm2,Sgsm2
Dkk3,Dkk3
Znf358,Zfp358
Kiaa1217,Etl4
Atf6b,Atf6b
Rab11a,Rab11a
Akap9,Akap9
Adat1,Adat1
Bub3,Bub3
Gcnt1,Gcnt1
Rsl24d1,Rsl24d1
Il17c,Il17c
Slc49a4,Slc49a4
U2surp,U2surp
Eva1c,Eva1c
Ormdl1,Ormdl1
Dcaf17,Dcaf17
Slc30a9,Slc30a9
Cpt1c,Cpt1c
Dzank1,Dzank1
Pank3,Pank3
Csf1,Csf1
Atf7ip2,Atf7ip2
Slc25a45,Slc25a45
Rtn4ip1,Rtn4ip1
Tmbim4,Tmbim4
